"Grade Distribution by Institution, Course School, Department, Course, and Class Number for 4198"
"Institution Code","Inst Description","Term Code","Term Description","Session Code","Session Description","Academic Group Code","Academic Group Description","Academic Organization Code","Academic Organization Description","Department Code","Course Subject","Catalog Number","Class #","Course Description","Course Topic","Instructor Name","GPA Grades","Total Grades","Percent Majors","Avg Class Grade","Avg Student GPA","Percent A Grades","Percent B Grades","Percent C Grades","Percent D Grades","All Other Grades #","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","P","S","I","R","NY","NR","NC","W","WX","Other","Data Freeze Date"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ADMIN","Administrative Tracking Group","BL-MIL","Military","MIL","MIL-G","290","2719","INDEPENDENT STUDY","N/A","Giordano,Anthony","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ADMIN","Administrative Tracking Group","BL-MIL","Military","MIL","MIL-G","301","2720","ADAPTIVE TEAM LEADERSHIP","N/A","Giordano,Anthony","17","21","0"," 3.547"," 3.375","76.5","11.8","5.9","0.0","5","4","7","2","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","3","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ADMIN","Administrative Tracking Group","BL-MIL","Military","MIL","MIL-G","301","4840","ADAPTIVE TEAM LEADERSHIP","N/A","Giordano,Anthony","16","17","0"," 3.900"," 3.212","93.8","6.3","0.0","0.0","1","4","8","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ADMIN","Administrative Tracking Group","BL-MIL","Military","MIL","MIL-G","401","2722","DEVELOPING ADAPTIVE LEADERS","N/A","Giordano,Anthony","18","18","0"," 3.350"," 3.344","50.0","33.3","16.7","0.0","0","5","3","1","1","4","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ARL","School of Arts & Letters","BL-OCC","Online Class Connect","ENG","ENG-L","503","36049","TEACHING OF LIT IN COLLEGE","N/A","Wells,Jeremy D.","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","ARL","School of Arts & Letters","BL-OCC","Online Class Connect","ENG","ENG-W","500","36043","TEACHING COMPOSITION","N/A","Babb,Jacob","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","531","10032","INTRO TO BUSINESS ANALYTICS","N/A","Acito,Franklin","43","45","0"," 3.507"," 3.702","60.5","32.6","7.0","0.0","2","0","17","9","7","2","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","531","8145","INTRO TO BUSINESS ANALYTICS","N/A","Acito,Franklin","35","40","65.8"," 3.329"," 3.549","57.1","34.3","2.9","0.0","7","0","13","7","4","5","3","1","0","0","0","0","0","2","0","0","2","0","0","0","0","1","2","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","531","8508","INTRO TO BUSINESS ANALYTICS","N/A","Acito,Franklin","42","45","0"," 3.350"," 3.495","54.8","38.1","4.8","0.0","4","0","11","12","5","6","5","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","2","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","INT","Intersession","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","533","14420","DATA WAREHOUSING,MINING&VISUAL","N/A","Barsi Lopes,Alexandre","15","16","0"," 3.513"," 3.666","73.3","20.0","0.0","0.0","2","0","8","3","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","533","38296","DATA WAREHOUSING,MINING&VISUAL","N/A","Barsi Lopes,Alexandre","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","534","8185","SIM & OPT FOR BUS ANALYTICS","N/A","Blocher,James D","29","31","100"," 3.855"," 3.763","89.7","10.3","0.0","0.0","2","0","20","6","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","535","12592","VALUE THRU BUS ANALYTICS APPS","N/A","Hill,John David","25","25","100"," 3.444"," 3.625","56.0","36.0","8.0","0.0","0","1","10","3","2","5","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","541","14592","ERP BUSINESS PROCESSES","N/A","Prabhakar,Bipin","13","14","30.8"," 3.862"," 3.762","100.0","0.0","0.0","0.0","1","2","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-C","541","14680","ERP BUSINESS PROCESSES","N/A","Prabhakar,Bipin","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","594","12587","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Walter,Laura","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","594","37229","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Richards,Eric L.","32","32","100"," 3.775"," 3.841","90.6","9.4","0.0","0.0","0","4","10","15","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W2","Six Week - Second","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","595","12599","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Eckes,Suzanne E.","15","15","100"," 4.000"," 3.919","100.0","0.0","0.0","0.0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","595","37620","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Magjuka,Richard J.","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","596","37230","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Benrud,Erik Charles","18","18","100"," 3.044"," 3.380","50.0","33.3","5.6","0.0","2","0","5","4","1","3","2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W2","Six Week - Second","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","597","37231","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Magjuka,Richard J.","18","21","100"," 3.339"," 3.728","72.2","16.7","0.0","0.0","5","0","8","5","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","597","37232","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Richards,Eric L.","32","32","100"," 3.956"," 3.841","93.8","6.3","0.0","0.0","0","11","19","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W1","Six Week - First","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","598","12588","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Dennis,Joshua Scott","15","15","100"," 4.000"," 3.919","100.0","0.0","0.0","0.0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","599","14444","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Magjuka,Richard J.","16","16","100"," 3.981"," 3.981","100.0","0.0","0.0","0.0","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W1","Six Week - First","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-V","599","14474","EXP CRSE FOR MBA GLB EXEC TRCK","N/A","Magjuka,Richard J.","17","17","100"," 4.000"," 3.898","100.0","0.0","0.0","0.0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","504","14441","COMPETITIVE STRATEGY","N/A","Richards,Eric L.","32","32","100"," 3.781"," 3.841","68.8","31.3","0.0","0.0","0","12","10","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","516","12586","INNOVATION MGT & ENTREPSHP","N/A","Schlegel,Fred H","26","26","100"," 3.858"," 3.853","96.2","3.8","0.0","0.0","0","4","11","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","521","12750","NEGOTIATION","N/A","Richards,Eric L.","26","26","100"," 3.765"," 3.853","73.1","26.9","0.0","0.0","0","9","10","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","522","8186","LAW FOR GLOBAL BUSINESS","N/A","Richards,Eric L.","26","26","100"," 3.777"," 3.853","96.2","3.8","0.0","0.0","0","3","6","16","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","541","8144","DECISION MAKING & ANALYSIS","N/A","Soni,Ashok","32","32","100"," 3.919"," 3.841","93.8","6.3","0.0","0.0","0","2","24","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUEX","Business Global Executive Mgt","BUEX","BUEX-Z","571","37228","CORPORATE FINANCE","N/A","Kamma,Sreenivas","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W1","Six Week - First","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","511","12589","ORGANIZATNL DEVELOPMT & CHANGE","N/A","Magjuka,Richard J.","18","18","0"," 3.806"," 3.746","88.9","11.1","0.0","0.0","0","1","8","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W1","Six Week - First","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","511","37233","ORGANIZATNL DEVELOPMT & CHANGE","N/A","Magjuka,Richard J.","15","15","0"," 3.840"," 3.707","100.0","0.0","0.0","0.0","0","0","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","6W1","Six Week - First","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","518","8430","MAXIMUM IMPACT","N/A","Steiner-Williams,Judy F.","25","28","70.4"," 3.468"," 3.539","52.0","44.0","4.0","0.0","3","0","8","5","5","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","520","37234","QUANTITATIVE ANALYSIS","N/A","Blocher,James D","26","29","0"," 3.604"," 3.494","76.9","11.5","7.7","3.8","3","0","18","2","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","520","8146","QUANTITATIVE ANALYSIS","N/A","Blocher,James D","30","33","100"," 3.710"," 3.640","76.7","16.7","6.7","0.0","3","0","22","1","2","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","520","8147","QUANTITATIVE ANALYSIS","N/A","Blocher,James D","26","28","100"," 3.577"," 3.380","80.8","11.5","0.0","0.0","4","0","20","1","1","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","520","8431","QUANTITATIVE ANALYSIS","N/A","Blocher,James D","38","40","0"," 3.903"," 3.747","89.5","10.5","0.0","0.0","2","0","33","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","10011","INFORMATION TECHNOLOGY","N/A","Taylor,Nolan J.","23","25","4.2"," 3.717"," 3.585","91.3","4.3","0.0","0.0","3","1","14","6","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","INT","Intersession","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","14422","INFORMATION TECHNOLOGY","N/A","Collins,Michael R","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","14681","INFORMATION TECHNOLOGY","N/A","Taylor,Nolan J.","9","9","0"," 3.967"," 3.886","100.0","0.0","0.0","0.0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","NON","Non Standard Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","37460","INFORMATION TECHNOLOGY","N/A","Taylor,Nolan J.","15","15","0"," 3.660"," 3.478","80.0","20.0","0.0","0.0","0","0","4","8","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","8152","INFORMATION TECHNOLOGY","N/A","Barsi Lopes,Alexandre","45","46","100"," 3.778"," 3.681","88.9","6.7","0.0","2.2","2","31","7","2","2","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","522","9733","INFORMATION TECHNOLOGY","N/A","Emmons,Tony Ray","45","46","100"," 3.978"," 3.700","97.8","2.2","0.0","0.0","1","32","12","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","530","8155","ECONOMICS FOR MANAGERS","N/A","Mafi-Kreft,Ellie","30","30","0"," 3.723"," 3.796","73.3","26.7","0.0","0.0","0","2","12","8","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","530","8156","ECONOMICS FOR MANAGERS","N/A","Ridlon,Robert W","17","19","100"," 3.506"," 3.231","47.1","52.9","0.0","0.0","2","1","4","3","7","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","530","8158","ECONOMICS FOR MANAGERS","N/A","Rasmusen,Eric B.","28","29","100"," 3.321"," 3.629","42.9","57.1","0.0","0.0","1","0","3","9","3","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","530","8457","ECONOMICS FOR MANAGERS","N/A","Kreft,Steven Francis","32","35","0"," 3.138"," 3.443","28.1","62.5","3.1","0.0","5","1","6","2","10","9","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","540","10026","FINANCIAL MANAGEMENT","N/A","Heron,Randall A.","35","36","100"," 3.483"," 3.703","57.1","40.0","2.9","0.0","1","0","11","9","4","8","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","540","14795","FINANCIAL MANAGEMENT","N/A","Yang,Jun","14","14","0"," 3.864"," 3.864","92.9","7.1","0.0","0.0","0","1","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","540","37235","FINANCIAL MANAGEMENT","N/A","Durham,Gregory R","24","25","0"," 2.821"," 3.444","29.2","41.7","16.7","8.3","2","2","3","2","2","7","1","2","1","1","0","1","1","1","0","0","0","0","0","0","0","1","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","540","8159","FINANCIAL MANAGEMENT","N/A","Durham,Gregory R","35","37","100"," 3.206"," 3.582","57.1","20.0","14.3","8.6","2","8","5","7","2","2","3","2","3","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","01-24-2020"
"IUBLA","Bloomington","4198","Fall 2019","1","Regular Academic Session","BUS","Kelley School of Business","BL-BUKD","Business Kelley Direct","BUKD","BUKD-C","540","8160","FINANCIAL MANAGEMENT","N/A","Heron,Randall A.","37","39","92.1"," 3.473"," 3.670","51.4","48.6","0.0","0.0","2","0","10","9","7","8","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","01-24-2020"
